# ZDC LUT for HI running 2023, first pass implementation
# Scaling factor of 10000 used for double -> int conversion
#<header> V1 13 32 </header>

0 10000 # Scaling Factor
1 1659 # [index ibit=0], [index idet=0]
1568 871250 # [index ibit=31], [index idet=6]
1569 908323 # [index ibit=32], [index idet=6]
1570 945396 # [index ibit=33], [index idet=6]
1571 982469 # [index ibit=34], [index idet=6]
1572 1019547 # [index ibit=35], [index idet=6]
1573 1075156 # [index ibit=36], [index idet=6]
1574 1149308 # [index ibit=37], [index idet=6]
1575 1223453 # [index ibit=38], [index idet=6]
1576 1297604 # [index ibit=39], [index idet=6]
1577 1371750 # [index ibit=40], [index idet=6]
1578 1445901 # [index ibit=41], [index idet=6]
1579 1520047 # [index ibit=42], [index idet=6]
1580 1594198 # [index ibit=43], [index idet=6]
1581 1668344 # [index ibit=44], [index idet=6]
1582 1742495 # [index ibit=45], [index idet=6]
1583 1816646 # [index ibit=46], [index idet=6]
1584 1890792 # [index ibit=47], [index idet=6]
1585 1964943 # [index ibit=48], [index idet=6]
1586 2039089 # [index ibit=49], [index idet=6]
1587 2113240 # [index ibit=50], [index idet=6]
1588 2187386 # [index ibit=51], [index idet=6]
1589 2261537 # [index ibit=52], [index idet=6]
1590 2335683 # [index ibit=53], [index idet=6]
1591 2409834 # [index ibit=54], [index idet=6]
1592 2483985 # [index ibit=55], [index idet=6]
1593 2558131 # [index ibit=56], [index idet=6]
1594 2669355 # [index ibit=57], [index idet=6]
1595 2817652 # [index ibit=58], [index idet=6]
1596 2965949 # [index ibit=59], [index idet=6]
1597 3114246 # [index ibit=60], [index idet=6]
1598 3262543 # [index ibit=61], [index idet=6]
1599 3410840 # [index ibit=62], [index idet=6]
1600 3559142 # [index ibit=63], [index idet=6]
1601 3241316 # [index ibit=64], [index idet=6]
1602 3387903 # [index ibit=65], [index idet=6]
1603 3534495 # [index ibit=66], [index idet=6]
1604 3681088 # [index ibit=67], [index idet=6]
1605 3827681 # [index ibit=68], [index idet=6]
1606 3974267 # [index ibit=69], [index idet=6]
1607 4120860 # [index ibit=70], [index idet=6]
1608 4267453 # [index ibit=71], [index idet=6]
1609 4414040 # [index ibit=72], [index idet=6]
1610 4560632 # [index ibit=73], [index idet=6]
1611 4707225 # [index ibit=74], [index idet=6]
1612 4853812 # [index ibit=75], [index idet=6]
1613 5000404 # [index ibit=76], [index idet=6]
1614 5146997 # [index ibit=77], [index idet=6]
1615 5293584 # [index ibit=78], [index idet=6]
1616 5440176 # [index ibit=79], [index idet=6]
1617 5660065 # [index ibit=80], [index idet=6]
1618 5953251 # [index ibit=81], [index idet=6]
1619 6246401 # [index ibit=82], [index idet=6]
1620 6539609 # [index ibit=83], [index idet=6]
1621 6832760 # [index ibit=84], [index idet=6]
1622 7125969 # [index ibit=85], [index idet=6]
1623 7419176 # [index ibit=86], [index idet=6]
1624 7712327 # [index ibit=87], [index idet=6]
1625 8005536 # [index ibit=88], [index idet=6]
1626 8298687 # [index ibit=89], [index idet=6]
1627 8591894 # [index ibit=90], [index idet=6]
1628 8885045 # [index ibit=91], [index idet=6]
1629 9178254 # [index ibit=92], [index idet=6]
1630 9471405 # [index ibit=93], [index idet=6]
1631 9764612 # [index ibit=94], [index idet=6]
1632 10057763 # [index ibit=95], [index idet=6]
1633 10350972 # [index ibit=96], [index idet=6]
1634 10644123 # [index ibit=97], [index idet=6]
1635 10937331 # [index ibit=98], [index idet=6]
1636 11230538 # [index ibit=99], [index idet=6]
1637 11670293 # [index ibit=100], [index idet=6]
1638 12256652 # [index ibit=101], [index idet=6]
1639 12843011 # [index ibit=102], [index idet=6]
1640 13429371 # [index ibit=103], [index idet=6]
1641 14015729 # [index ibit=104], [index idet=6]
1642 14602088 # [index ibit=105], [index idet=6]
1643 15188447 # [index ibit=106], [index idet=6]
1644 15774807 # [index ibit=107], [index idet=6]
1645 16361165 # [index ibit=108], [index idet=6]
1646 16947582 # [index ibit=109], [index idet=6]
1647 17533941 # [index ibit=110], [index idet=6]
1648 18120299 # [index ibit=111], [index idet=6]
1649 18706658 # [index ibit=112], [index idet=6]
1650 19293017 # [index ibit=113], [index idet=6]
1651 19879377 # [index ibit=114], [index idet=6]
1652 20465736 # [index ibit=115], [index idet=6]
1653 21052095 # [index ibit=116], [index idet=6]
1654 21638453 # [index ibit=117], [index idet=6]
1655 22224813 # [index ibit=118], [index idet=6]
1656 22811171 # [index ibit=119], [index idet=6]
1657 23397531 # [index ibit=120], [index idet=6]
1658 24277098 # [index ibit=121], [index idet=6]
1659 25449816 # [index ibit=122], [index idet=6]
1660 26622533 # [index ibit=123], [index idet=6]
1661 27795251 # [index ibit=124], [index idet=6]
1662 28968026 # [index ibit=125], [index idet=6]
1663 30140745 # [index ibit=126], [index idet=6]
1664 31313462 # [index ibit=127], [index idet=6]
1665 28477713 # [index ibit=128], [index idet=6]
1666 29644673 # [index ibit=129], [index idet=6]
1667 30811634 # [index ibit=130], [index idet=6]
1668 31978539 # [index ibit=131], [index idet=6]
1669 33145499 # [index ibit=132], [index idet=6]
1670 34312460 # [index ibit=133], [index idet=6]
1671 35479421 # [index ibit=134], [index idet=6]
1672 36646382 # [index ibit=135], [index idet=6]
1673 37813286 # [index ibit=136], [index idet=6]
1674 38980248 # [index ibit=137], [index idet=6]
1675 40147209 # [index ibit=138], [index idet=6]
1676 41314169 # [index ibit=139], [index idet=6]
1677 42481130 # [index ibit=140], [index idet=6]
1678 43648035 # [index ibit=141], [index idet=6]
1679 44814995 # [index ibit=142], [index idet=6]
1680 45981956 # [index ibit=143], [index idet=6]
1681 47732370 # [index ibit=144], [index idet=6]
1682 50066291 # [index ibit=145], [index idet=6]
1683 52400157 # [index ibit=146], [index idet=6]
1684 54734078 # [index ibit=147], [index idet=6]
1685 57067829 # [index ibit=148], [index idet=6]
1686 59401979 # [index ibit=149], [index idet=6]
1687 61735559 # [index ibit=150], [index idet=6]
1688 64069709 # [index ibit=151], [index idet=6]
1689 66403290 # [index ibit=152], [index idet=6]
1690 68737440 # [index ibit=153], [index idet=6]
1691 71071590 # [index ibit=154], [index idet=6]
1692 73405170 # [index ibit=155], [index idet=6]
1693 75739320 # [index ibit=156], [index idet=6]
1694 78072899 # [index ibit=157], [index idet=6]
1695 80407049 # [index ibit=158], [index idet=6]
1696 82740629 # [index ibit=159], [index idet=6]
1697 85074779 # [index ibit=160], [index idet=6]
1698 87408929 # [index ibit=161], [index idet=6]
1699 89742509 # [index ibit=162], [index idet=6]
1700 92076660 # [index ibit=163], [index idet=6]
1701 95577030 # [index ibit=164], [index idet=6]
1702 100245330 # [index ibit=165], [index idet=6]
1703 104913059 # [index ibit=166], [index idet=6]
1704 109580790 # [index ibit=167], [index idet=6]
1705 114248519 # [index ibit=168], [index idet=6]
1706 118916249 # [index ibit=169], [index idet=6]
1707 123583979 # [index ibit=170], [index idet=6]
1708 128251709 # [index ibit=171], [index idet=6]
1709 132919440 # [index ibit=172], [index idet=6]
1710 137587740 # [index ibit=173], [index idet=6]
1711 142255470 # [index ibit=174], [index idet=6]
1712 146923199 # [index ibit=175], [index idet=6]
1713 151590930 # [index ibit=176], [index idet=6]
1714 156258659 # [index ibit=177], [index idet=6]
1715 160926390 # [index ibit=178], [index idet=6]
1716 165594119 # [index ibit=179], [index idet=6]
1717 170261849 # [index ibit=180], [index idet=6]
1718 174929580 # [index ibit=181], [index idet=6]
1719 179597880 # [index ibit=182], [index idet=6]
1720 184265609 # [index ibit=183], [index idet=6]
1721 188933339 # [index ibit=184], [index idet=6]
1722 195935219 # [index ibit=185], [index idet=6]
1723 205270680 # [index ibit=186], [index idet=6]
1724 214606139 # [index ibit=187], [index idet=6]
1725 223941600 # [index ibit=188], [index idet=6]
1726 233277059 # [index ibit=189], [index idet=6]
1727 242613089 # [index ibit=190], [index idet=6]
1728 251948550 # [index ibit=191], [index idet=6]
1729 234411360 # [index ibit=192], [index idet=6]
1730 243582089 # [index ibit=193], [index idet=6]
1731 252752250 # [index ibit=194], [index idet=6]
1732 261922980 # [index ibit=195], [index idet=6]
1733 271093139 # [index ibit=196], [index idet=6]
1734 280263869 # [index ibit=197], [index idet=6]
1735 289434030 # [index ibit=198], [index idet=6]
1736 298604760 # [index ibit=199], [index idet=6]
1737 307774919 # [index ibit=200], [index idet=6]
1738 316945080 # [index ibit=201], [index idet=6]
1739 326115810 # [index ibit=202], [index idet=6]
1740 335285969 # [index ibit=203], [index idet=6]
1741 344456700 # [index ibit=204], [index idet=6]
1742 353626860 # [index ibit=205], [index idet=6]
1743 362797590 # [index ibit=206], [index idet=6]
1744 371967749 # [index ibit=207], [index idet=6]
1745 385723560 # [index ibit=208], [index idet=6]
1746 404064450 # [index ibit=209], [index idet=6]
1747 422405339 # [index ibit=210], [index idet=6]
1748 440746229 # [index ibit=211], [index idet=6]
1749 459087120 # [index ibit=212], [index idet=6]
1750 477428010 # [index ibit=213], [index idet=6]
1751 495768899 # [index ibit=214], [index idet=6]
1752 514109789 # [index ibit=215], [index idet=6]
1753 532450679 # [index ibit=216], [index idet=6]
1754 550791570 # [index ibit=217], [index idet=6]
1755 569132460 # [index ibit=218], [index idet=6]
1756 587470500 # [index ibit=219], [index idet=6]
1757 605813100 # [index ibit=220], [index idet=6]
1758 624155699 # [index ibit=221], [index idet=6]
1759 642498300 # [index ibit=222], [index idet=6]
1760 660835199 # [index ibit=223], [index idet=6]
1761 679177800 # [index ibit=224], [index idet=6]
1762 697520399 # [index ibit=225], [index idet=6]
1763 715857300 # [index ibit=226], [index idet=6]
1764 734199899 # [index ibit=227], [index idet=6]
1765 761713799 # [index ibit=228], [index idet=6]
1766 798393299 # [index ibit=229], [index idet=6]
1767 835072800 # [index ibit=230], [index idet=6]
1768 871757999 # [index ibit=231], [index idet=6]
1769 908437499 # [index ibit=232], [index idet=6]
1770 945122699 # [index ibit=233], [index idet=6]
1771 981802199 # [index ibit=234], [index idet=6]
1772 1018481700 # [index ibit=235], [index idet=6]
1773 1055166899 # [index ibit=236], [index idet=6]
1774 1091846399 # [index ibit=237], [index idet=6]
1775 1128531600 # [index ibit=238], [index idet=6]
1776 1165211099 # [index ibit=239], [index idet=6]
1777 1201890599 # [index ibit=240], [index idet=6]
1778 1238575799 # [index ibit=241], [index idet=6]
1779 1275255299 # [index ibit=242], [index idet=6]
1780 1311940500 # [index ibit=243], [index idet=6]
1781 1348620000 # [index ibit=244], [index idet=6]
1782 1385299499 # [index ibit=245], [index idet=6]
1783 1421984700 # [index ibit=246], [index idet=6]
1784 1458664199 # [index ibit=247], [index idet=6]
1785 1495349399 # [index ibit=248], [index idet=6]
1786 1550371500 # [index ibit=249], [index idet=6]
1787 1623730500 # [index ibit=250], [index idet=6]
1788 1697095200 # [index ibit=251], [index idet=6]
1789 1770459900 # [index ibit=252], [index idet=6]
1790 1843824600 # [index ibit=253], [index idet=6]
1791 1917189300 # [index ibit=254], [index idet=6]
1792 1990548299 # [index ibit=255], [index idet=6]
1793 6016 # [index ibit=0], [index idet=7]
1794 18049 # [index ibit=1], [index idet=7]
1795 30082 # [index ibit=2], [index idet=7]
1796 42115 # [index ibit=3], [index idet=7]
1797 54148 # [index ibit=4], [index idet=7]
1798 66181 # [index ibit=5], [index idet=7]
1799 78213 # [index ibit=6], [index idet=7]
1800 90246 # [index ibit=7], [index idet=7]
1801 102279 # [index ibit=8], [index idet=7]
1802 114312 # [index ibit=9], [index idet=7]
1803 126345 # [index ibit=10], [index idet=7]
1804 138378 # [index ibit=11], [index idet=7]
1805 150411 # [index ibit=12], [index idet=7]
1806 162444 # [index ibit=13], [index idet=7]
1807 174477 # [index ibit=14], [index idet=7]
1808 186509 # [index ibit=15], [index idet=7]
1809 204559 # [index ibit=16], [index idet=7]
1810 228625 # [index ibit=17], [index idet=7]
1811 252691 # [index ibit=18], [index idet=7]
1812 276757 # [index ibit=19], [index idet=7]
1813 300822 # [index ibit=20], [index idet=7]
1814 324888 # [index ibit=21], [index idet=7]
1815 348954 # [index ibit=22], [index idet=7]
1816 373019 # [index ibit=23], [index idet=7]
1817 397087 # [index ibit=24], [index idet=7]
1818 421152 # [index ibit=25], [index idet=7]
1819 445217 # [index ibit=26], [index idet=7]
1820 469282 # [index ibit=27], [index idet=7]
1821 493350 # [index ibit=28], [index idet=7]
1822 517415 # [index ibit=29], [index idet=7]
1823 541480 # [index ibit=30], [index idet=7]
1824 565548 # [index ibit=31], [index idet=7]
1825 589613 # [index ibit=32], [index idet=7]
1826 613678 # [index ibit=33], [index idet=7]
1827 637743 # [index ibit=34], [index idet=7]
1828 661811 # [index ibit=35], [index idet=7]
1829 697908 # [index ibit=36], [index idet=7]
1830 746042 # [index ibit=37], [index idet=7]
1831 794171 # [index ibit=38], [index idet=7]
1832 842305 # [index ibit=39], [index idet=7]
1833 890434 # [index ibit=40], [index idet=7]
1834 938567 # [index ibit=41], [index idet=7]
1835 986697 # [index ibit=42], [index idet=7]
1836 1034830 # [index ibit=43], [index idet=7]
1837 1082960 # [index ibit=44], [index idet=7]
1838 1131093 # [index ibit=45], [index idet=7]
1839 1179227 # [index ibit=46], [index idet=7]
1840 1227356 # [index ibit=47], [index idet=7]
1841 1275489 # [index ibit=48], [index idet=7]
1842 1323619 # [index ibit=49], [index idet=7]
1843 1371752 # [index ibit=50], [index idet=7]
1844 1419882 # [index ibit=51], [index idet=7]
1845 1468015 # [index ibit=52], [index idet=7]
1846 1516145 # [index ibit=53], [index idet=7]
1847 1564278 # [index ibit=54], [index idet=7]
1848 1612411 # [index ibit=55], [index idet=7]
1849 1660541 # [index ibit=56], [index idet=7]
1850 1732739 # [index ibit=57], [index idet=7]
1851 1829002 # [index ibit=58], [index idet=7]
1852 1925265 # [index ibit=59], [index idet=7]
1853 2021528 # [index ibit=60], [index idet=7]
1854 2117791 # [index ibit=61], [index idet=7]
1855 2214054 # [index ibit=62], [index idet=7]
1856 2310320 # [index ibit=63], [index idet=7]
1857 2104012 # [index ibit=64], [index idet=7]
1858 2199165 # [index ibit=65], [index idet=7]
1859 2294321 # [index ibit=66], [index idet=7]
1860 2389478 # [index ibit=67], [index idet=7]
1861 2484635 # [index ibit=68], [index idet=7]
1862 2579788 # [index ibit=69], [index idet=7]
1863 2674944 # [index ibit=70], [index idet=7]
1864 2770101 # [index ibit=71], [index idet=7]
1865 2865254 # [index ibit=72], [index idet=7]
1866 2960410 # [index ibit=73], [index idet=7]
1867 3055567 # [index ibit=74], [index idet=7]
1868 3150720 # [index ibit=75], [index idet=7]
1869 3245876 # [index ibit=76], [index idet=7]
1870 3341033 # [index ibit=77], [index idet=7]
1871 3436186 # [index ibit=78], [index idet=7]
1872 3531342 # [index ibit=79], [index idet=7]
1873 3674077 # [index ibit=80], [index idet=7]
1874 3864391 # [index ibit=81], [index idet=7]
1875 4054681 # [index ibit=82], [index idet=7]
1876 4245010 # [index ibit=83], [index idet=7]
1877 4435301 # [index ibit=84], [index idet=7]
1878 4625629 # [index ibit=85], [index idet=7]
1879 4815957 # [index ibit=86], [index idet=7]
1880 5006248 # [index ibit=87], [index idet=7]
1881 5196576 # [index ibit=88], [index idet=7]
1882 5386867 # [index ibit=89], [index idet=7]
1883 5577194 # [index ibit=90], [index idet=7]
1884 5767486 # [index ibit=91], [index idet=7]
1885 5957814 # [index ibit=92], [index idet=7]
1886 6148105 # [index ibit=93], [index idet=7]
1887 6338433 # [index ibit=94], [index idet=7]
1888 6528724 # [index ibit=95], [index idet=7]
1889 6719052 # [index ibit=96], [index idet=7]
1890 6909343 # [index ibit=97], [index idet=7]
1891 7099671 # [index ibit=98], [index idet=7]
1892 7289999 # [index ibit=99], [index idet=7]
1893 7575454 # [index ibit=100], [index idet=7]
1894 7956073 # [index ibit=101], [index idet=7]
1895 8336691 # [index ibit=102], [index idet=7]
1896 8717311 # [index ibit=103], [index idet=7]
1897 9097930 # [index ibit=104], [index idet=7]
1898 9478549 # [index ibit=105], [index idet=7]
1899 9859168 # [index ibit=106], [index idet=7]
1900 10239787 # [index ibit=107], [index idet=7]
1901 10620406 # [index ibit=108], [index idet=7]
1902 11001062 # [index ibit=109], [index idet=7]
1903 11381681 # [index ibit=110], [index idet=7]
1904 11762300 # [index ibit=111], [index idet=7]
1905 12142919 # [index ibit=112], [index idet=7]
1906 12523537 # [index ibit=113], [index idet=7]
1907 12904157 # [index ibit=114], [index idet=7]
1908 13284776 # [index ibit=115], [index idet=7]
1909 13665394 # [index ibit=116], [index idet=7]
1910 14046014 # [index ibit=117], [index idet=7]
1911 14426633 # [index ibit=118], [index idet=7]
1912 14807252 # [index ibit=119], [index idet=7]
1913 15187871 # [index ibit=120], [index idet=7]
1914 15758818 # [index ibit=121], [index idet=7]
1915 16520056 # [index ibit=122], [index idet=7]
1916 17281294 # [index ibit=123], [index idet=7]
1917 18042532 # [index ibit=124], [index idet=7]
1918 18803807 # [index ibit=125], [index idet=7]
